geoid,B17001001 - Total:,B17001002 - Income in the past 12 months below poverty level:,B19057001 - Total:,B19057002 - With public assistance income,B11001002 - Family households:,"B11001006 - Female householder, no husband present",B23025003 - Civilian labor force:,B23025005 - Unemployed,B02001001 - Total:,B02001003 - Black or African American alone,B03001001 - Total:,B03001003 - Hispanic or Latino:,B05002001 - Total:,B05002009 - Born outside the United States:,B07001001 - Total:,B07001017 - Same house 1 year ago:,B25003001 - Total:,B25003002 - Owner occupied
14000US17031221000,3262,813,942,72,682,263,1674,226,3271,356,3271,2321,3271,160,3224,2896,942,380
14000US17031221100,4609,1249,1959,32,836,306,2716,338,4815,644,4815,2329,4815,540,4758,3912,1959,620
14000US17031221200,2808,450,1125,16,543,128,1663,83,2808,136,2808,1219,2808,178,2801,2525,1125,443
14000US17031221300,2603,582,1205,50,490,89,1777,192,2603,159,2603,1128,2603,53,2577,1810,1205,298
14000US17031221400,3187,739,1269,20,605,121,2090,97,3187,111,3187,1974,3187,84,3187,2588,1269,362
14000US17031221500,2695,486,1368,128,500,115,1722,70,2695,92,2695,1284,2695,293,2678,2079,1368,323
14000US17031221600,3078,380,1342,15,644,109,2087,142,3078,24,3078,754,3078,48,3029,2525,1342,618
14000US17031222200,1920,71,884,6,373,21,1425,87,1921,25,1921,150,1921,33,1883,1530,884,511
14000US17031222500,1449,293,506,24,321,143,881,40,1449,123,1449,936,1449,103,1417,1331,506,222
14000US17031222600,1636,326,696,19,250,57,974,43,1636,183,1636,731,1636,157,1620,1281,696,190
14000US17031222700,2625,830,860,72,655,274,1264,199,2631,229,2631,1809,2631,247,2596,2128,860,302
14000US17031222800,902,425,362,17,262,108,384,49,902,254,902,638,902,98,894,678,362,40
14000US17031222900,1022,337,332,14,197,66,521,84,1022,146,1022,749,1022,138,1022,852,332,130
14000US17031230100,1588,353,630,3,266,94,899,97,1600,201,1600,1008,1600,102,1600,1248,630,169
14000US17031230200,1712,339,566,9,383,125,901,86,1712,277,1712,1252,1712,152,1702,1441,566,225
14000US17031230300,1035,266,288,28,205,24,491,34,1035,28,1035,981,1035,51,1026,960,288,122
14000US17031230400,2521,592,657,37,512,151,1092,121,2521,182,2521,2182,2521,502,2511,2241,657,318
14000US17031230500,3424,1039,987,59,682,273,1368,284,3424,322,3424,3099,3424,167,3339,2892,987,304
14000US17031230600,7607,3183,1944,113,1587,772,2697,460,7706,2381,7706,5155,7706,734,7486,6482,1944,647
14000US17031230700,4939,1211,1527,41,1184,464,2409,386,4952,593,4952,4204,4952,569,4844,4399,1527,644
14000US17031230800,1051,90,311,0,235,32,509,70,1051,70,1051,832,1051,107,1051,1026,311,194
14000US17031230900,4926,1895,1830,61,1093,504,2461,468,4926,1425,4926,2863,4926,574,4830,4176,1830,562
14000US17031231100,1039,334,344,38,221,109,430,106,1039,769,1039,176,1039,11,1039,911,344,132
14000US17031231200,5053,2285,1586,96,1072,608,1814,491,5078,3419,5078,1447,5078,239,5022,3954,1586,641
14000US17031231500,6204,2095,1868,150,1238,738,1961,425,6204,5748,6204,264,6204,0,6132,5170,1868,691
14000US17031240200,1659,121,842,14,295,18,1123,60,1659,15,1659,426,1659,83,1626,1321,842,386
14000US17031240300,1407,62,667,0,263,21,972,57,1407,0,1407,65,1407,22,1347,974,667,335
14000US17031240500,2228,125,1162,38,490,39,1793,62,2228,14,2228,322,2228,0,2158,1669,1162,797
14000US17031240600,1483,575,589,6,312,116,922,78,1483,37,1483,722,1483,54,1411,1209,589,311
14000US17031240700,1801,643,622,9,379,83,1031,66,1801,90,1801,1048,1801,74,1795,1454,622,256
14000US17031240800,1588,450,641,26,289,167,794,110,1608,127,1608,1205,1608,153,1608,1387,641,150
14000US17031240900,986,193,435,56,198,32,559,81,986,120,986,515,986,185,981,766,435,123
14000US17031241000,1914,573,703,72,432,266,984,78,2082,662,2082,939,2082,222,2059,1737,703,196
14000US17031241100,3776,711,1521,41,761,261,2552,279,3776,455,3776,1493,3776,365,3731,2822,1521,450
14000US17031241200,2009,317,781,45,376,103,1325,72,2009,144,2009,372,2009,126,1988,1604,781,340
14000US17031241300,1725,337,788,19,273,119,1272,57,1896,281,1896,330,1896,80,1883,1534,788,291
14000US17031241400,5055,918,2310,26,1028,213,3494,261,5055,805,5055,637,5055,89,5007,4081,2310,962
14000US17031241500,3102,327,1342,21,405,35,2382,34,3133,46,3133,543,3133,50,3100,2037,1342,460
14000US17031241600,3421,570,1565,58,555,137,2759,149,3421,156,3421,753,3421,43,3369,2342,1565,521
14000US17031242000,4044,678,2000,110,628,188,2483,172,4044,880,4044,902,4044,236,3972,2773,2000,443
14000US17031242100,3128,285,1639,43,553,60,2395,106,3128,134,3128,494,3128,49,3037,2313,1639,843
14000US17031242200,4047,524,1826,34,730,123,2825,103,4047,227,4047,776,4047,55,4022,2768,1826,650
14000US17031242300,3387,277,1654,42,661,121,2582,77,3387,74,3387,592,3387,118,3347,2469,1654,520
14000US17031242400,2859,243,1352,34,530,87,2091,76,2859,35,2859,237,2859,11,2828,2188,1352,412
14000US17031242500,4043,568,1504,66,726,331,2432,215,4043,119,4043,1937,4043,250,3987,3161,1504,391
14000US17031242600,5221,1066,2227,49,971,144,3000,408,5221,543,5221,2245,5221,594,5176,4231,2227,645
14000US17031242700,1828,740,705,53,440,180,958,221,1852,553,1852,888,1852,217,1840,1531,705,156
14000US17031242800,1547,194,649,25,354,24,954,115,1547,9,1547,250,1547,95,1533,1409,649,377
14000US17031242900,1947,350,889,41,315,39,1365,52,1947,109,1947,641,1947,81,1868,1314,889,284
14000US17031243000,2496,371,987,0,647,136,1601,60,2496,2,2496,1271,2496,42,2415,2048,987,546
14000US17031243100,2553,352,882,37,562,144,1578,123,2553,105,2553,1357,2553,93,2494,1910,882,441
14000US17031243200,2172,207,826,40,394,60,1693,33,2181,20,2181,841,2181,13,2151,1740,826,348
14000US17031243300,2342,296,1168,26,514,94,1832,211,2342,98,2342,598,2342,103,2289,1646,1168,311
14000US17031243400,2847,280,1338,18,488,138,2091,219,2866,182,2866,1035,2866,81,2866,2399,1338,606
14000US17031243500,3168,424,1736,41,537,123,2380,153,3168,370,3168,292,3168,71,3087,2432,1736,759
14000US17031250200,2977,744,789,30,654,315,1421,263,3008,1869,3008,1281,3008,161,2930,2453,789,465
14000US17031250300,4848,1499,1664,194,1103,518,2272,361,4848,3625,4848,1081,4848,127,4761,3893,1664,785
14000US17031250400,5929,1600,1901,170,1334,565,2877,563,5957,4973,5957,1089,5957,19,5868,5259,1901,755
14000US17031250500,7575,777,2828,74,1871,432,4114,484,7575,2273,7575,1986,7575,241,7551,7343,2828,2400
14000US17031250600,4527,776,1314,71,936,348,2092,435,4581,4213,4581,293,4581,73,4519,4240,1314,949
14000US17031250700,5872,2215,2001,105,1392,810,2407,638,5901,5707,5901,229,5901,42,5764,5330,2001,531
14000US17031250800,2251,627,768,74,579,309,1077,186,2251,2018,2251,194,2251,45,2218,2012,768,365
14000US17031251000,1210,321,330,43,256,196,497,81,1210,1115,1210,92,1210,7,1210,1047,330,163
14000US17031251100,4643,1636,1501,136,1019,618,1654,402,4659,4181,4659,375,4659,0,4659,4159,1501,580
14000US17031251200,4130,876,1089,107,891,430,1683,346,4163,3751,4163,111,4163,0,4114,3856,1089,642
14000US17031251300,4673,1569,1591,159,1152,685,2026,515,4693,4400,4693,245,4693,42,4627,3641,1591,513
14000US17031251400,3921,1400,1509,97,867,472,1601,287,3951,3714,3951,117,3951,22,3927,3584,1509,431
14000US17031251500,4100,1397,1185,232,791,574,1815,590,4202,3921,4202,186,4202,11,4129,3063,1185,466
14000US17031251600,3247,1058,1068,227,726,409,1215,279,3247,3049,3247,173,3247,10,3203,2953,1068,480
14000US17031251700,1817,1084,487,51,346,208,481,151,1817,1452,1817,328,1817,0,1773,1526,487,158
14000US17031251800,4932,2111,1558,193,1147,732,1873,731,4932,4896,4932,0,4932,0,4844,4332,1558,260
14000US17031251900,5819,2464,1754,245,1212,784,2572,888,5986,5767,5986,142,5986,15,5967,4608,1754,303
14000US17031252000,6192,2089,2327,314,1268,810,2433,345,6216,5928,6216,228,6216,9,6087,4597,2327,400
14000US17031252101,1819,429,599,75,378,234,776,204,1819,1651,1819,110,1819,0,1793,1638,599,170
14000US17031252102,5938,2065,2012,306,1288,879,2403,666,5938,5925,5938,0,5938,0,5905,4603,2012,605
14000US17031252201,2433,875,893,47,548,339,1206,324,2776,2604,2776,25,2776,0,2773,2236,893,416
14000US17031252202,4504,1412,1469,170,1160,637,1701,424,4504,4403,4504,25,4504,0,4384,3708,1469,383
14000US17031260100,1152,558,519,69,213,198,423,130,1152,1078,1152,2,1152,0,1089,857,519,100
14000US17031260200,1042,530,352,30,258,113,379,174,1042,1012,1042,25,1042,5,1024,867,352,84
14000US17031260300,1450,707,492,71,278,210,483,118,1450,1358,1450,48,1450,0,1450,1035,492,118
14000US17031260400,1489,799,425,42,319,182,436,84,1505,1483,1505,1,1505,0,1452,1187,425,164
14000US17031260500,1812,623,555,54,430,306,643,197,1816,1808,1816,0,1816,0,1805,1329,555,151
14000US17031260600,2817,1354,697,62,564,277,966,273,2830,2711,2830,14,2830,0,2788,2317,697,279
14000US17031260700,1995,969,581,78,419,245,698,157,2000,1937,2000,15,2000,0,1989,1777,581,147
14000US17031260800,2462,1267,711,35,516,413,678,187,2476,2471,2476,20,2476,0,2476,2067,711,114
14000US17031260900,1758,981,414,62,330,258,403,96,1777,1690,1777,17,1777,0,1735,1207,414,91
14000US17031261000,2653,1026,718,114,605,376,949,246,2667,2653,2667,14,2667,14,2614,1976,718,230
14000US17031270500,1795,1013,655,100,389,248,536,158,1848,1676,1848,54,1848,43,1784,1437,655,87
